id_aluno,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,etapa_ensino,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
614,False,Masculino,12,False,True,True,False,Amarela,Urbana,Aprovado,8° EF,False,98.1,8.8,N2,1544.73,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.1,False,Moderado,Ruim,Insuficiente,Média,Ruim,0.07059421025901472,False
615,False,Masculino,11,True,True,False,False,Parda,Urbana,Aprovado,7° EF,False,88.6,8.5,N7,509.69,False,False,False,False,False,Baixo,Bom,Média,False,Baixa,False,2.2,False,Alto,Regular,Completa,Média,Regular,0.13407821229050282,False
616,True,Masculino,16,False,True,True,False,Não declarada,Urbana,Evadido,1° EF,False,91.3,5.7,N6,700.76,False,False,False,False,False,Baixo,Bom,Média,False,Baixa,False,2.5,True,Moderado,Boa,Parcial,Alta,Boa,0.26256983240223464,False
617,False,Masculino,11,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,86.0,6.9,N4,296.62,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,2.0,False,Moderado,Boa,Completa,Alta,Regular,0.228542407313357,False
618,False,Feminino,16,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,60.6,6.9,N1,939.39,False,False,True,False,False,Alto,Regular,Alta,True,Média,False,2.3,False,Alto,Ruim,Completa,Baixa,Boa,0.35754189944134074,True
619,False,Feminino,13,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,71.3,11.1,N7,514.23,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,0.9,False,Moderado,Ruim,Completa,Média,Regular,0.08989334687658714,False
620,False,Feminino,21,False,False,True,False,Branca,Urbana,Em andamento,3° EM,False,68.6,9.9,N7,221.09,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,2.5,False,Moderado,Boa,Completa,Média,Regular,0.16455053326561708,False
621,False,Feminino,21,False,False,True,False,Amarela,Urbana,Aprovado,2° EM,True,79.6,6.8,N3,677.23,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,2.8,True,Moderado,Ruim,Completa,Alta,Boa,0.4354156085999661,True
622,False,Feminino,11,False,True,True,False,Branca,Urbana,Evadido,1° EM,True,80.3,6.1,N3,464.11,False,False,False,True,False,Médio,Bom,Baixa,True,Alta,False,4.0,False,Alto,Regular,Parcial,Alta,Boa,0.8059928897917725,True
623,False,Masculino,17,True,True,True,False,Branca,Urbana,Evadido,3° EF,False,93.1,6.2,N5,1065.86,False,False,False,False,False,Médio,Bom,Média,False,Média,False,3.0,False,Baixo,Ruim,Completa,Média,Boa,0.22803453529710516,True
624,False,Outro,15,False,True,False,False,Parda,Rural,Aprovado,1° EM,False,95.8,7.2,N3,425.22,False,False,True,False,False,Alto,Regular,Alta,True,Alta,False,1.4,False,Alto,Regular,Completa,Alta,Regular,0.16353478923311326,False
625,False,Feminino,14,False,True,True,False,Preta,Urbana,Aprovado,9° EF,False,82.4,6.2,N6,895.4,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,2.6,True,Moderado,Boa,Completa,Alta,Boa,0.28237684103605887,False
626,False,Masculino,15,False,True,True,False,Branca,Urbana,Aprovado,7° EF,False,69.4,7.8,N2,513.92,False,True,False,False,False,Alto,Regular,Alta,False,Alta,False,1.9,False,Baixo,Regular,Completa,Média,Boa,0.26714068054850176,True
627,False,Feminino,13,False,True,True,False,Branca,Rural,Aprovado,3° EM,False,50.1,6.2,N2,545.56,False,False,False,False,False,Médio,Regular,Média,False,Baixa,False,1.2,False,Moderado,Boa,Completa,Média,Ruim,0.44641950228542404,True
628,False,Masculino,11,True,True,True,False,Parda,Urbana,Aprovado,2° EM,False,58.0,5.1,N1,504.22,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,1.8,False,Alto,Regular,Completa,Média,Boa,0.46216353478923317,True
629,False,Masculino,21,False,True,False,False,Branca,Urbana,Reprovado,1° EM,False,99.0,5.0,N3,431.02,False,True,False,False,False,Baixo,Bom,Alta,False,Média,False,1.9,False,Alto,Boa,Completa,Alta,Boa,0.2590147282884713,False
630,False,Masculino,20,True,True,True,False,Preta,Rural,Aprovado,2° EM,False,53.5,7.7,N3,275.9,False,False,False,False,False,Alto,Regular,Alta,True,Baixa,False,1.8,False,Baixo,Boa,Completa,Alta,Regular,0.35297105129507367,True
631,False,Feminino,10,False,True,True,False,Parda,Rural,Aprovado,7° EF,False,91.8,6.0,N7,769.89,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,1.9,True,Alto,Regular,Completa,Baixa,Boa,0.244794311833418,False
632,False,Masculino,10,False,True,True,False,Parda,Rural,Reprovado,7° EF,False,52.8,8.5,N2,436.48,True,True,False,False,False,Médio,Regular,Média,False,Média,False,1.6,False,Moderado,Regular,Parcial,Alta,Ruim,0.4851870661926527,False
633,False,Masculino,18,False,True,True,False,Branca,Rural,Aprovado,3° EM,False,71.8,4.0,N7,530.82,False,False,False,False,False,Alto,Ruim,Alta,False,Média,True,2.3,True,Alto,Boa,Parcial,Baixa,Regular,0.44794311833417977,True
634,False,Feminino,18,False,True,True,False,Parda,Urbana,Aprovado,1° EM,True,54.7,7.0,N2,638.88,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,2.0,False,Moderado,Regular,Completa,Média,Ruim,0.5517183003216523,False
635,False,Masculino,18,False,True,True,False,Não declarada,Urbana,Reprovado,6° EF,False,52.3,7.8,N4,994.43,False,False,False,False,False,Alto,Bom,Alta,True,Baixa,False,0.0,False,Alto,Regular,Parcial,Baixa,Boa,0.3539867953275775,False
636,False,Feminino,12,False,True,True,False,Branca,Urbana,Aprovado,7° EF,False,56.2,8.6,N2,1239.73,True,False,True,False,False,Alto,Bom,Média,True,Baixa,False,2.1,False,Alto,Regular,Completa,Alta,Ruim,0.46284069747756895,True
637,True,Feminino,15,False,True,False,False,Parda,Urbana,Aprovado,3° EF,False,58.0,6.0,N4,412.1,True,False,True,False,False,Alto,Bom,Média,True,Alta,False,2.4,False,Alto,Regular,Completa,Média,Boa,0.5857457254105298,False
638,False,Feminino,17,True,True,True,False,Indígena,Rural,Aprovado,6° EF,False,80.1,3.5,N5,1327.17,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,2.3,True,Moderado,Boa,Completa,Baixa,Regular,0.431183341797867,False
639,False,Feminino,20,True,True,False,False,Branca,Urbana,Aprovado,9° EF,False,73.2,7.7,N5,798.67,False,False,False,False,False,Alto,Regular,Média,True,Alta,False,0.6,True,Alto,Ruim,Parcial,Alta,Regular,0.2529202640934484,True
640,False,Feminino,17,True,True,True,False,Branca,Urbana,Evadido,2° EM,False,96.8,6.5,N5,743.61,False,False,False,False,False,Alto,Regular,Média,False,Média,False,1.6,False,Moderado,Regular,Completa,Alta,Ruim,0.19400711020822753,False
641,False,Masculino,21,False,True,True,False,Branca,Urbana,Aprovado,6° EF,False,68.8,7.0,N2,1992.14,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.0,False,Alto,Ruim,Parcial,Baixa,Boa,0.3108176739461656,False
642,False,Feminino,19,False,False,True,False,Parda,Urbana,Aprovado,2° EM,False,94.0,5.0,N3,620.28,False,False,True,False,False,Médio,Bom,Média,False,Média,False,4.5,False,Moderado,Boa,Completa,Alta,Ruim,0.2844083291010665,False
643,False,Feminino,22,True,True,True,False,Parda,Rural,Aprovado,6° EF,False,78.3,6.2,N1,495.82,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.0,False,Moderado,Regular,Insuficiente,Alta,Boa,0.30319959370238697,True
644,False,Feminino,14,False,True,True,False,Branca,Urbana,Aprovado,6° EF,False,62.7,6.3,N6,374.65,True,False,False,False,False,Alto,Ruim,Alta,False,Média,False,2.3,False,Alto,Boa,Completa,Baixa,Regular,0.5466395801591332,False
645,False,Masculino,11,True,True,True,False,Parda,Urbana,Aprovado,9° EF,False,50.7,4.4,N2,360.82,False,False,False,False,False,Alto,Regular,Alta,True,Baixa,False,2.3,False,Baixo,Boa,Completa,Baixa,Boa,0.5347892331132554,False
646,False,Feminino,16,False,True,False,False,Parda,Urbana,Aprovado,2° EM,False,51.0,4.4,N7,594.24,False,False,False,False,False,Alto,Bom,Baixa,True,Baixa,False,2.3,False,Moderado,Boa,Completa,Alta,Ruim,0.5332656170644997,False
647,False,Feminino,19,True,True,True,False,Parda,Urbana,Aprovado,6° EF,False,57.1,6.2,N1,553.2,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,1.8,False,Moderado,Boa,Parcial,Média,Regular,0.4108684611477907,False
648,False,Outro,12,True,True,True,False,Parda,Urbana,Aprovado,7° EF,False,55.8,7.3,N6,1195.11,False,True,False,False,False,Alto,Regular,Baixa,True,Alta,False,1.0,False,Alto,Boa,Completa,Média,Boa,0.361604875571356,False
649,False,Feminino,14,True,True,True,False,Branca,Urbana,Aprovado,2° EM,False,98.9,7.7,N7,382.3,False,False,False,False,False,Alto,Regular,Média,True,Baixa,False,2.3,False,Moderado,Boa,Completa,Média,Boa,0.12239715591670895,False
650,False,Outro,10,False,False,True,False,Amarela,Urbana,Aprovado,2° EM,False,59.9,6.2,N5,337.72,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,2.2,False,Alto,Boa,Parcial,Alta,Regular,0.39664804469273746,True
651,False,Feminino,22,False,False,True,False,Branca,Urbana,Aprovado,7° EF,False,80.8,5.8,N5,705.37,False,False,False,False,False,Médio,Regular,Alta,False,Alta,True,1.8,False,Moderado,Ruim,Parcial,Alta,Boa,0.3108176739461656,True
652,True,Feminino,19,False,True,False,False,Parda,Urbana,Aprovado,8° EF,False,83.4,3.6,N4,492.91,True,False,False,False,False,Alto,Bom,Baixa,False,Média,False,0.4,False,Baixo,Boa,Completa,Média,Regular,0.5786355171830032,False
653,False,Feminino,19,False,True,False,False,Parda,Urbana,Reprovado,8° EF,False,75.6,6.2,N1,440.84,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,2.7,False,Moderado,Ruim,Completa,Média,Regular,0.3169121381411884,False
654,False,Feminino,21,True,True,False,False,Parda,Rural,Aprovado,3° EM,False,56.5,7.4,N1,686.63,False,False,False,False,False,Alto,Ruim,Média,False,Alta,False,1.6,True,Moderado,Regular,Completa,Alta,Boa,0.3529710512950736,False
655,False,Feminino,19,False,True,True,False,Parda,Urbana,Aprovado,5° EF,False,81.9,7.3,N4,532.98,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,0.6,False,Moderado,Ruim,Completa,Alta,Boa,0.2290502793296089,False
656,False,Feminino,12,False,True,True,False,Parda,Rural,Aprovado,3° EF,False,62.3,5.2,N2,621.91,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,0.6,True,Moderado,Ruim,Completa,Média,Boa,0.6045369900118504,True
657,False,Feminino,14,False,True,False,False,Branca,Urbana,Aprovado,9° EF,False,66.3,7.2,N2,348.62,True,True,False,False,False,Médio,Regular,Baixa,False,Média,False,2.2,False,Moderado,Boa,Completa,Média,Ruim,0.4826477061113933,True
658,False,Masculino,22,True,True,True,False,Amarela,Urbana,Aprovado,2° EM,False,79.3,7.4,N1,674.88,False,False,False,False,False,Alto,Regular,Baixa,True,Alta,False,2.0,True,Alto,Boa,Completa,Baixa,Regular,0.2371762315896394,False
659,False,Masculino,16,False,True,True,False,Preta,Urbana,Aprovado,9° EF,False,75.7,9.3,N3,581.77,False,False,False,False,False,Alto,Regular,Média,True,Média,False,1.9,False,Moderado,Boa,Completa,Média,Ruim,0.15896394108684606,False
660,False,Feminino,21,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,58.9,7.4,N1,710.19,False,False,False,False,False,Alto,Regular,Média,False,Alta,True,0.1,False,Baixo,Regular,Parcial,Alta,Ruim,0.3407821229050279,False
661,False,Masculino,21,False,True,True,False,Branca,Urbana,Aprovado,1° EM,False,93.2,5.6,N3,1829.06,True,False,False,False,False,Alto,Ruim,Média,False,Média,False,1.1,False,Alto,Boa,Completa,Média,Ruim,0.4272896563399357,True
662,False,Masculino,22,True,True,True,False,Parda,Rural,Aprovado,3° EM,False,71.8,7.4,N4,509.48,False,False,False,False,False,Médio,Regular,Alta,True,Baixa,False,2.5,False,Alto,Boa,Parcial,Alta,Regular,0.27526663280853225,False
663,False,Masculino,21,False,True,True,False,Branca,Urbana,Aprovado,8° EF,False,86.5,5.8,N7,543.17,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,2.9,False,Moderado,Ruim,Insuficiente,Alta,Boa,0.281868969019807,True
664,False,Feminino,13,True,True,True,False,Parda,Rural,Em andamento,7° EF,False,61.0,6.2,N3,795.4,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,2.5,False,Baixo,Boa,Insuficiente,Média,Boa,0.39106145251396646,False
665,False,Feminino,20,False,True,True,False,Parda,Rural,Reprovado,3° EM,False,79.6,5.1,N2,1347.31,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,3.1,True,Moderado,Boa,Completa,Média,Ruim,0.3524631792788218,False
666,True,Masculino,14,False,True,True,False,Branca,Urbana,Aprovado,8° EF,False,92.6,4.6,N5,356.02,True,False,False,False,False,Médio,Regular,Alta,True,Alta,False,3.3,True,Moderado,Boa,Parcial,Baixa,Boa,0.48112409006263757,False
667,False,Masculino,14,False,True,False,False,Não declarada,Urbana,Aprovado,4° EF,False,75.5,7.1,N2,615.75,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,2.4,False,Moderado,Boa,Completa,Baixa,Regular,0.27171152869476894,False
668,False,Feminino,12,False,True,True,False,Branca,Urbana,Em andamento,1° EF,False,53.0,7.0,N2,1341.31,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,1.4,False,Moderado,Ruim,Parcial,Média,Regular,0.39106145251396646,True
669,False,Feminino,13,False,True,True,False,Parda,Rural,Aprovado,2° EM,False,96.8,5.5,N2,519.06,False,True,False,False,False,Alto,Bom,Média,False,Alta,False,3.5,False,Moderado,Ruim,Completa,Alta,Ruim,0.244794311833418,False
670,False,Masculino,10,False,True,True,False,Parda,Urbana,Aprovado,2° EM,False,70.5,7.2,N5,1061.9,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,2.0,False,Baixo,Regular,Parcial,Média,Boa,0.2920264093448451,True
671,False,Masculino,13,False,True,True,False,Branca,Urbana,Evadido,1° EM,False,75.1,6.4,N2,400.37,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,1.7,False,Baixo,Regular,Parcial,Alta,Regular,0.3092940578974099,True
672,False,Masculino,22,True,True,True,False,Preta,Rural,Aprovado,8° EF,False,92.2,3.5,N4,703.77,False,False,True,False,False,Alto,Ruim,Média,False,Alta,False,0.0,False,Moderado,Boa,Parcial,Alta,Regular,0.36973082783138644,True
673,False,Masculino,12,False,True,True,False,Indígena,Urbana,Aprovado,4° EF,False,55.2,7.2,N3,733.61,True,False,False,False,False,Médio,Ruim,Alta,False,Média,False,2.4,False,Alto,Regular,Completa,Baixa,Ruim,0.5390214999153546,False
674,False,Masculino,10,True,True,True,False,Branca,Urbana,Aprovado,3° EM,False,81.3,8.9,N7,840.64,False,False,False,False,False,Baixo,Bom,Baixa,False,Baixa,False,3.0,False,Moderado,Boa,Insuficiente,Alta,Boa,0.15083798882681562,False
675,False,Feminino,21,False,False,True,False,Branca,Urbana,Aprovado,9° EF,False,57.3,6.8,N4,938.02,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.1,False,Alto,Boa,Completa,Alta,Ruim,0.3793803961401727,False
676,False,Masculino,19,False,True,False,False,Branca,Urbana,Aprovado,6° EF,False,60.1,5.9,N6,450.61,False,False,False,True,False,Baixo,Bom,Baixa,True,Média,False,3.4,False,Moderado,Boa,Completa,Baixa,Ruim,0.749449805315727,True
677,False,Masculino,21,False,True,True,False,Preta,Urbana,Aprovado,9° EF,False,61.7,5.0,N5,661.68,False,False,True,False,False,Médio,Bom,Alta,False,Média,False,1.6,False,Moderado,Regular,Completa,Alta,Boa,0.4484509903504316,False
678,False,Masculino,11,False,True,False,False,Amarela,Rural,Aprovado,2° EM,False,71.3,6.5,N2,381.31,True,False,False,False,False,Alto,Bom,Média,False,Média,False,3.6,False,Moderado,Ruim,Insuficiente,Alta,Regular,0.4928051464364314,True
679,False,Feminino,12,False,True,True,False,Parda,Urbana,Aprovado,1° EM,False,86.4,6.0,N1,343.9,False,False,False,True,False,Alto,Bom,Alta,False,Alta,True,1.6,False,Alto,Boa,Parcial,Alta,Boa,0.6108007448789572,True
680,False,Masculino,19,False,True,True,False,Amarela,Urbana,Aprovado,9° EF,False,61.5,4.7,N4,911.12,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,1.6,False,Baixo,Regular,Insuficiente,Baixa,Boa,0.4647028948704926,True
681,False,Masculino,10,True,True,True,False,Amarela,Urbana,Aprovado,1° EM,False,97.5,6.2,N5,669.57,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,1.1,False,Moderado,Regular,Insuficiente,Alta,Boa,0.20568816658202133,True
682,False,Masculino,11,False,True,False,False,Parda,Urbana,Reprovado,9° EF,False,68.4,5.6,N6,637.06,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,1.7,True,Alto,Boa,Completa,Alta,Regular,0.38395124428643984,False
683,True,Masculino,21,False,True,True,False,Parda,Urbana,Reprovado,5° EF,False,91.7,5.3,N6,621.64,False,False,False,False,False,Médio,Bom,Média,False,Média,False,0.4,False,Baixo,Regular,Parcial,Média,Regular,0.2808532249873032,False
684,False,Masculino,12,False,True,True,False,Amarela,Urbana,Aprovado,1° EM,False,85.6,7.8,N2,776.28,False,False,False,False,False,Alto,Regular,Alta,True,Alta,True,3.2,True,Alto,Boa,Insuficiente,Média,Boa,0.18486541391569328,False
685,False,Feminino,20,False,True,True,True,Parda,Urbana,Aprovado,1° EM,False,68.6,7.6,N2,1630.51,True,False,False,False,False,Médio,Bom,Alta,True,Alta,False,1.9,False,Moderado,Regular,Completa,Alta,Boa,0.45065176908752325,True
686,False,Feminino,22,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,59.9,7.9,N2,287.81,False,False,False,False,False,Alto,Bom,Média,False,Média,False,0.8,False,Moderado,Boa,Completa,Média,Boa,0.31030980192991364,False
687,False,Masculino,18,False,True,False,False,Amarela,Urbana,Evadido,6° EF,False,93.1,5.6,N2,1175.42,False,True,True,False,False,Alto,Bom,Alta,False,Alta,False,2.7,False,Alto,Ruim,Completa,Alta,Boa,0.2585068562722195,False
688,False,Feminino,22,False,True,False,False,Branca,Urbana,Aprovado,3° EM,False,63.5,3.2,N3,400.7,False,False,True,False,False,Médio,Regular,Baixa,False,Alta,True,2.9,False,Moderado,Regular,Parcial,Alta,Boa,0.5307262569832403,False
689,False,Masculino,14,True,True,True,False,Parda,Urbana,Aprovado,3° EM,False,67.3,5.2,N3,375.67,False,True,False,False,False,Alto,Regular,Alta,False,Baixa,False,2.4,False,Baixo,Regular,Completa,Média,Boa,0.4098527171152869,True
690,False,Masculino,14,False,True,True,False,Branca,Urbana,Aprovado,9° EF,False,79.9,3.0,N7,347.62,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,1.8,False,Moderado,Regular,Completa,Alta,Boa,0.45759268664296593,False
691,False,Masculino,21,False,True,True,False,Preta,Rural,Aprovado,2° EM,False,94.1,4.9,N6,1196.15,False,False,False,False,True,Baixo,Regular,Baixa,True,Média,True,1.3,False,Alto,Ruim,Parcial,Alta,Ruim,0.2889791772473337,False
692,False,Feminino,12,False,True,True,False,Branca,Rural,Aprovado,8° EF,False,94.1,4.1,N2,472.57,False,True,False,False,False,Alto,Bom,Média,True,Alta,True,3.0,False,Moderado,Boa,Parcial,Média,Boa,0.3296089385474861,False
693,False,Feminino,13,False,False,True,False,Parda,Urbana,Aprovado,6° EF,False,50.9,5.1,N6,325.97,True,False,False,False,False,Baixo,Bom,Média,True,Alta,False,1.1,False,Alto,Boa,Completa,Alta,Ruim,0.6675131200270865,True
694,False,Feminino,11,True,True,True,False,Parda,Urbana,Reprovado,2° EM,False,92.6,6.7,N2,852.36,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.1,False,Moderado,Ruim,Completa,Baixa,Regular,0.20518029456576942,True
695,False,Masculino,15,False,True,True,False,Branca,Urbana,Aprovado,3° EM,False,67.4,6.9,N3,507.47,False,False,False,False,False,Baixo,Ruim,Alta,True,Alta,True,0.4,False,Baixo,Regular,Insuficiente,Média,Ruim,0.3230066023362112,False
696,False,Feminino,19,False,True,True,False,Parda,Urbana,Reprovado,2° EM,False,84.6,4.3,N2,1332.38,True,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,0.5,False,Moderado,Ruim,Completa,Baixa,Regular,0.5369900118503471,False
697,False,Feminino,11,True,True,False,False,Amarela,Rural,Reprovado,8° EF,False,51.6,8.4,N4,251.75,False,False,False,False,False,Médio,Bom,Média,True,Média,False,1.9,True,Moderado,Regular,Completa,Média,Ruim,0.3270695784662265,False
698,True,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,5° EF,True,76.0,9.4,N3,544.22,False,False,False,False,True,Baixo,Bom,Alta,False,Alta,False,0.6,True,Moderado,Boa,Parcial,Baixa,Regular,0.3216522769595395,False
699,False,Masculino,17,False,True,True,False,Parda,Urbana,Aprovado,2° EF,False,86.9,5.2,N5,759.84,False,False,True,False,False,Baixo,Bom,Alta,False,Alta,False,1.8,False,Moderado,Boa,Completa,Média,Boa,0.3103098019299136,True
700,False,Outro,20,False,True,True,False,Parda,Urbana,Evadido,1° EM,False,72.2,6.4,N7,559.2,True,False,True,False,False,Alto,Regular,Média,False,Média,False,3.1,False,Moderado,Boa,Insuficiente,Média,Regular,0.4933130184526832,False
